;Waktu;Jalan;Lat;Long;JarakLampu;Tahun
Rabu, 09 Januari 2019 Skj : 20.10 Wib;malam;KolektorSekunder;-7.53595;112.062875;1378.088897;2019
"Kamis, 10 Januari 2019 Skj ; 10.20 Wib";siang;ArteriPrimer;-7.601625;111.9358889;499.9420313;2019
"Kamis, 10 Januari 2019 Skj ; 16.00 Wib";siang;KolektorPrimer;-7.598241667;111.9315333;351.1161811;2019
"Kamis, 10 Januari 2019 Skj ; 23.30 Wib";malam;KolektorPrimer;-7.702463889;112.0209611;1405.504154;2019
Jumat, 11 Januari 2019 Skj : 11.00 Wib;siang;ArteriPrimer;-7.602802778;111.9527194;984.1089061;2019
Jumat, 11 Januari 2019 Skj : 11.30 Wib;siang;KolektorSekunder;-7.661933333;111.8588778;489.9567748;2019
"Jumat, 11 Januari 2019 Skj ; 19.30 Wib";malam;ArteriPrimer;-7.603455556;111.9602333;1816.173589;2019
Minggu, 13 Januari 2019 Skj : 10.00 Wib;siang;ArteriPrimer;-7.603455556;111.9602333;1816.173589;2019
Minggu, 13 Januari 2019 Skj : 10.30 Wib;siang;Lokal;-7.685383333;112.0005889;666.686285;2019
"Minggu, 13 Januari 2019  Skj ; 15.30 Wib";siang;KolektorSekunder;-7.605744444;111.8879917;426.2524458;2019
Senin, 14 Januari 2019 Skj : 05.30 Wib;malam;KolektorPrimer;-7.6526;112.0128694;1118.890463;2019
"Senin, 14 Januari 2019 Skj ; 10.00 Wib";siang;Lokal;-7.609669444;111.9103417;437.4389497;2019
Selasa, 15 Januari 2019 Jam. 05.00 Wib;malam;KolektorPrimer;-7.565516667;111.880125;2027.405868;2019
Selasa, 15 Januari 2019 Jam. 21.00 Wib;malam;KolektorSekunder;-7.665430556;111.854025;1185.324113;2019
Rabu, 16 Januari 2018 Jam. 12.30 Wib;siang;ArteriPrimer;-7.602705556;111.9508611;778.9475904;2019
Kamis, 17 Januari 2018 Jam. 08.15 Wib;siang;KolektorPrimer;-7.58;111.9114361;2.447676035;2019
Kamis, 17 Januari 2018 Jam. 10.00 Wib;siang;ArteriPrimer;-7.585569444;111.8809583;339.5561662;2019
Jumat 18 Januari 2019 Skj : 12.30 Wib;siang;KolektorSekunder;-7.62065;111.8760444;661.5823785;2019
Jumat 18 Januari 2019 Skj : 13.30 Wib;siang;KolektorPrimer;-7.653594444;111.9090389;213.3682538;2019
Minggu, 20 Januari 2019 Skj : 00.30 Wib;malam;ArteriPrimer;-7.600352778;111.9187583;479.6506008;2019
Senin, 21 Januari 2019 Skj : 05.00 Wib;malam;ArteriPrimer;-7.602383333;111.9479556;458.5816066;2019
Senin, 21 Januari 2019 Skj : 07.00 Wib;siang;KolektorPrimer;-7.604311111;111.9020333;350.4782178;2019
Senin, 21 Januari 2019 Skj : 08.00 Wib;siang;KolektorPrimer;-7.604311111;111.9020333;350.4782178;2019
Senin, 21 Januari 2019 Skj : 11.00 Wib;siang;KolektorSekunder;-7.527272222;111.9544222;246.515427;2019
Selasa, 22 Januari 2019 Skj : 10.00 Wib;siang;ArteriPrimer;-7.606569444;112.0728361;1593.484626;2019
Selasa, 22 Januari 2019 Skj : 08.30 Wib;siang;ArteriPrimer;-7.606094444;112.0541194;504.0173748;2019
Selasa, 22 Januari 2019 Skj : 22.00 Wib;malam;Lokal;-7.663108333;111.892275;1758.59139;2019
Rabu, 23 Januari 2019 Skj : 14.00 Wib;siang;ArteriPrimer;-7.560791667;111.8150972;2798.809844;2019
Kamis, 24 Januari 2019 Skj : 07.00 Wib;siang;KolektorSekunder;-7.6227;112.0417611;2024.952532;2019
Kamis, 24 Januari 2019 Skj : 21.00 Wib;malam;KolektorPrimer;-7.610697222;111.89935;15.40157288;2019
Sabtu, 26 Januari 2019 Skj : 12.00 Wib;siang;KolektorSekunder;-7.644208333;111.9819139;3669.441977;2019
Minggu, 27 Januari 2019 Skj : 09.30 Wib;siang;Lokal;-7.612383333;111.9068833;433.7946592;2019
Minggu, 27 Januari 2019 Skj : 14.30 Wib;siang;KolektorSekunder;-7.528152778;111.9227389;376.5035149;2019
Minggu, 27 Januari 2019 Skj : 20.30 Wib;malam;Lokal;-7.544830556;111.8692194;4427.912931;2019
Senin, 28 Januari 2019 Skj : 07.30 Wib;siang;KolektorPrimer;-7.721547222;112.0227028;1312.831742;2019
Rabu, 30 Januari 2019 Skj : 14.45 Wib;siang;KolektorSekunder;-7.694675;112.0689361;199.0284211;2019
Rabu, 30 Januari 2019 Skj : 17.00 Wib;siang;Lokal;-7.615625;112.0919167;1908.28271;2019
Rabu, 30 Januari 2019 Skj : 18.30 Wib;malam;KolektorPrimer;-7.681088889;111.9249417;176.8550524;2019
Kamis, 31 Januari 2019 Skj : 01.41 Wib;malam;Lokal;-7.548433333;111.8111194;5000.958086;2019
Kamis, 31 Januari 2019 Skj : 02.45 Wib;malam;KolektorPrimer;-7.653919444;111.9095389;147.5514273;2019
Jumat, 01 Februari2019 Skj : 18.30 Wib;malam;Lokal;-7.503725;111.8577722;7839.781628;2019
Minggu 03 Februari2019 Skj : 10.00 Wib;siang;ArteriPrimer;-7.605477778;111.9991472;21.83678138;2019
Minggu, 03 Februari2019 Skj : 08.30 Wib;siang;ArteriPrimer;-7.605436111;111.9842611;1627.725022;2019
Minggu, 03 Februari2019 Skj : 12.00 Wib;siang;ArteriPrimer;-7.600644444;112.0986361;284.765869;2019
Minggu, 03 Februari2019 Skj : 19.00 Wib;malam;KolektorPrimer;-7.513075;111.9096306;3073.109777;2019
Senin, 04 Februari2019 Skj : 15.00 ;siang;Lokal;-7.602463889;111.904575;344.7551793;2019
Selasa, 05 Februari2019 Skj : 12.10 Wib;siang;KolektorPrimer;-7.648186111;111.8960556;310.9276082;2019
Rabu, 06 Februari2019 Skj : 03.30 Wib;malam;Lokal;-7.557333333;111.8998194;4395.258237;2019
Rabu, 06 Februari2019 Skj : 08.25  Wib;siang;KolektorSekunder;-7.613322222;111.9204333;670.3545943;2019
Rabu 06 Februari2019 Skj : 13.30 Wib;siang;KolektorPrimer;-7.6616;112.0130389;104.8767937;2019
Kamis, 07 Februari2019 Skj : 17.00 Wib;siang;ArteriPrimer;-7.605055556;111.9857028;1471.324021;2019
Kamis, 07 Februari2019 Skj : 19.00 Wib;malam;KolektorPrimer;-7.617094444;111.8981722;32.85854523;2019
Kamis, 07 Februari2019 Skj : 19.00 Wib;malam;KolektorSekunder;-7.654383333;111.8648861;791.6743911;2019
Sabtu, 09 Februari 2019 Skj : 11.00 Wib;siang;KolektorPrimer;-7.653297222;112.0127556;1040.900541;2019
Minggu, 09 Februari 2019 Skj : 05.00 Wib;malam;KolektorSekunder;-7.692036111;112.0359833;1431.663699;2019
Minggu, 10 Februari 2019 Skj : 09.00 Wib;siang;KolektorSekunder;-7.527336111;112.0864167;1577.240834;2019
Minggu, 10 Februari 2019 Skj : 10.00 Wib;siang;KolektorPrimer;-7.66735;112.0137667;602.2915203;2019
Minggu, 10 Februari 2019 Skj : 10.00 Wib;siang;KolektorPrimer;-7.648669444;111.8975861;211.4924865;2019
Rabu, 13 Februari 2019 Skj : 07.00 Wib;siang;Lokal;-7.544338889;112.0050639;941.5348337;2019
Rabu 13 Februari 2019 Skj : 18.00 Wib;malam;KolektorPrimer;-7.582825;111.8927556;905.6155179;2019
Rabu 13 Februari 2019 Skj : 14.30 Wib;siang;KolektorPrimer;-7.582016667;111.9116222;292.8113485;2019
Kamis, 14 Februari 2019 WSkj : 14.15 Wib;siang;ArteriPrimer;-7.585319444;111.8807944;309.9655748;2019
Kamis, 14 Februari 2019 WSkj : 19.15 Wib;malam;Lokal;-7.569263889;111.9175333;1741.595041;2019
Jumat, 15 Februari 2019 Skj : 21.45 Wib;malam;KolektorPrimer;-7.709561111;112.0223194;1151.748786;2019
Sabtu, 16 Februari 2019 Skj : 06.30 Wib;siang;KolektorPrimer;-7.600758333;111.9004417;87.42734068;2019
Sabtu, 16 Februari 2019 Skj : 09.00 Wib;siang;ArteriPrimer;-7.559480556;111.8059167;3822.916903;2019
Minggu, 17 Februari 2019 Skj : 13.00 Wib;siang;ArteriPrimer;-7.606341667;112.0516417;229.4021652;2019
Senin, 18 Februari 2019 Skj : 10.00 Wib;siang;Lokal;-7.676744444;111.8945528;3307.681642;2019
Selasa, 19 Februari 2019 Skj : 11.00 Wib;siang;ArteriPrimer;-7.601727778;111.9365972;578.6501771;2019
Selasa, 19 Februari 2019 Skj : 18.30  Wib;malam;ArteriPrimer;-7.603333333;112.0423278;145.3085656;2019
Selasa, 19 Februari 2019 Skj : 19.20 Wib;malam;KolektorSekunder;-7.626677778;112.0366667;1153.409513;2019
Kamis, 21 Februari 2019 Skj : 06.30 Wib;siang;KolektorSekunder;-7.654158333;111.8804111;1363.970339;2019
Kamis, 21 Februari 2019 Skj : 10.45 Wib;siang;Lokal;-7.596761111;112.1057944;468.9350384;2019
Kamis, 21 Februari 2019 Skj : 12.00 Wib;siang;KolektorSekunder;-7.657372222;111.9622667;735.5892275;2019
Jumat, 22 Februari 2019 Skj : 15.00 Wib;siang;ArteriPrimer;-7.602211111;111.9602333;1798.27535;2019
Sabtu, 23 Februari 2019 Skj : 03.00 Wib;malam;Lokal;-7.570336111;112.0905833;2386.40006;2019
Sabtu, 23 Februari 2019 Skj : 20.30 Wib;malam;KolektorPrimer;-7.57855;111.8789528;578.8295563;2019
Sabtu, 23 Februari 2019 Skj : 20.00 Wib;malam;KolektorSekunder;-7.620116667;112.043275;1683.124756;2019
Minggu, 24 Februari 2019 Skj : 14.30 Wib;siang;KolektorSekunder;-7.524294444;111.9389111;1656.017053;2019
Senin, 25 Februari 2019 Skj : 05.00 Wib;malam;ArteriPrimer;-7.604819444;112.0773972;1733.46378;2019
Senin, 25 Februari 2019 Skj : 06.00 Wib;siang;ArteriPrimer;-7.604502778;111.9717889;3006.727142;2019
Senin, 25 Februari 2019 Skj : 23.00 Wib;malam;Lokal;-7.57225;111.86875;910.4242893;2019
Senin, 25 Februari 2019 Skj : 08.10 Wib;siang;KolektorPrimer;-7.6379;112.0162194;199.6828317;2019
Senin, 25 Februari 2019 Skj : 15.30 Wib;siang;KolektorSekunder;-7.631863889;111.8743917;1093.561335;2019
Rabu 27 Februari 2019 Skj : 09.00 Wib;siang;Lokal;-7.543525;112.1178056;1281.109036;2019
Rabu, 27 Februari 2019 Skj : 19.00 Wib;malam;KolektorPrimer;-7.700686111;112.0205944;1204.523124;2019
Kamis, 28 Februari 2019 Skj : 01.00 Wib;malam;KolektorPrimer;-7.566172222;111.8801556;1955.676045;2019
Kamis, 28 Februari 2019 Skj : 19.00 Wib;malam;Lokal;-7.64995;111.8925028;471.7156645;2019
Kamis, 28 Februari 2019 Skj : 15.30 Wib;siang;ArteriPrimer;-7.600522222;112.1087083;669.6316748;2019
Kamis, 28 Februari 2019 Skj : 20.00 Wib;malam;KolektorSekunder;-7.657022222;111.8646167;504.9767238;2019
Jumat 01 Maret 2019 Skj : 18.15 Wib;malam;Lokal;-7.65755;112.0428833;2049.971639;2019
Sabtu, 02 Maret 2019 Skj : 17.30 Wib;siang;KolektorSekunder;-7.649941667;111.8672028;733.2921971;2019
Sabtu, 02 Maret 2019 Skj : 17.00 Wib;siang;KolektorSekunder;-7.535463889;112.0663806;985.8407547;2019
Sabtu, 02 Maret 2019 Skj : 21.30 Wib;malam;Lokal;-7.616913889;111.9302694;74.36991709;2019
Minggu, 03 Maret 2019 Skj : 12.00 Wib;siang;KolektorPrimer;-7.684438889;111.9269389;318.3479553;2019
Minggu, 03 Maret 2019 Skj : 09.30 Wib;siang;KolektorPrimer;-7.637072222;112.0162528;286.9906964;2019
Minggu, 03 Maret 2019 Skj : 21.00 Wib;malam;ArteriPrimer;-7.602316667;111.944525;78.26595299;2019
Senin, 04 Maret 2019 Skj : 15.00 Wib;siang;KolektorSekunder;-7.603663889;111.8771444;636.5689935;2019
Selasa, 05 Maret 2019 Skj : 08.15 Wib;siang;KolektorSekunder;-7.660577778;111.8667361;404.2837581;2019
Selasa,05 Maret 2019 Skj : 16.00 Wib;siang;KolektorSekunder;-7.616083333;111.8768556;148.3273769;2019
Rabu 06 Maret 2019 Skj : 06.30 Wib;siang;KolektorPrimer;-7.525069444;111.8905333;3218.511899;2019
Kamis, 07 Maret 2019 Skj : 14.00 Wib;siang;KolektorPrimer;-7.574275;111.8806556;1191.35048;2019
Jumat 08 Maret 2019 Skj : 11.30 Wib;siang;KolektorSekunder;-7.534155556;111.9844222;2499.676982;2019
Jumat 08 Maret 2019 Skj : 19.30 Wib;malam;Lokal;-7.679222222;112.0290833;2163.742679;2019
Sabtu, 09 Maret 2019 Skj : 21.30 Wib;malam;ArteriPrimer;-7.592161111;111.8914917;64.81644295;2019
Minggu, 10 Maret 2019 Skj : 11.45 Wib;siang;KolektorSekunder;-7.69125;112.0319083;1589.040511;2019
Senin, 11 Maret 2019  Skj : 11.30 Wib'-;siang;KolektorPrimer;-7.671863889;111.9140861;599.1286035;2019
Selasa, 12 Maret 2019 Skj : 19.00 Wib;malam;KolektorSekunder;-7.519577778;112.1027111;3616.182548;2019
Rabu, 13 Maret 2019 Skj : 09.30 Wib;siang;KolektorPrimer;-7.757402778;112.0133694;454.7048961;2019
Jumat 15 Maret 2019 Skj : 06.30 Wib;siang;KolektorPrimer;-7.733538889;112.0217639;1603.851925;2019
Jumat 15 Maret 2019 Skj : 09.30 Wib;siang;KolektorPrimer;-7.633588889;112.0172167;43.28268362;2019
Jumat 15 Maret 2019 Skj : 08.30 Wib;siang;KolektorSekunder;-7.626916667;112.0366167;1150.376747;2019
Sabtu 16 Maret 2019 Skj : 16.00 Wib;siang;KolektorPrimer;-7.623941667;112.0192083;302.1759794;2019
Sabtu 16 Maret 2019 Skj : 18.30 Wib;malam;KolektorSekunder;-7.659236111;111.8630528;160.5019222;2019
Minggu 18 Maret 2019 Skj : 21.30 Wib;malam;KolektorSekunder;-7.613655556;111.9213472;777.8556684;2019
Senin, 18 Maret 2019 Skj : 08.30 Wib;siang;KolektorPrimer;-7.526161111;111.8966639;2531.394087;2019
Rabu 19 Maret 2019 Skj : 16.30 Wib;siang;KolektorPrimer;-7.755769444;112.0161778;551.3819204;2019
Rabu 20 Maret 2019 Skj : 18.00 Wib;malam;ArteriPrimer;-7.604408333;111.9750889;2645.205777;2019
Rabu 20 Maret 2019 Skj : 20.30 Wib;malam;KolektorSekunder;-7.657116667;111.9447;1265.06862;2019
Kamis, 21 Maret 2019 Jam. 17.30 Wib;siang;KolektorPrimer;-7.4927;111.8944167;6357.322992;2019
Kamis, 21 Maret 2019 Skj : 20.15 Wib;malam;KolektorPrimer;-7.6956;111.9249389;1591.507634;2019
Jumat 22 Maret 2019 Skj : 02.00 Wib;malam;ArteriPrimer;-7.601025;112.0965028;48.21663084;2019
Sabtu, 23 Maret 2019 Skj : 08.30 Wib;siang;ArteriPrimer;-7.603816667;112.0852694;1100.644775;2019
Sabtu 23 Maret 2019 Skj : 16.00 Wib;siang;ArteriPrimer;-7.606772222;112.067875;1035.678034;2019
Senin, 25 Maret 2019 Skj : 03.30 Wib;malam;Lokal;-7.612483333;111.8928917;972.193135;2019
Senin, 25 Maret 2019 Skj :08.30 Wib;siang;KolektorSekunder;-7.641927778;111.870675;249.2140573;2019
Selasa, 26 Maret 2019 Skj : 10.00 Wib;siang;KolektorSekunder;-7.641927778;111.870675;249.2140573;2019
Selasa, 26 Maret 2019 Skj : 19.30 Wib;malam;KolektorSekunder;-7.691561111;112.0325333;1664.703292;2019
Selasa, 26 Maret 2019 Skj : 06.00 Wib;siang;KolektorSekunder;-7.626;112.0256444;70.20316043;2019
Rabu 27 Maret 2019 Skj : 09.30 Wib;siang;Lokal;-7.620230556;112.0062389;2037.521605;2019
Rabu 27 Maret 2019 Skj : 17.30 Wib;siang;ArteriPrimer;-7.602416667;111.9463111;275.1030493;2019
Kamis, 28 Maret 2019 Skj :08.15 Wib;siang;KolektorPrimer;-7.636861111;111.8947194;145.6381051;2019
Jumat 29 Maret 2019 Skj : 20.00 Wib;malam;KolektorPrimer;-7.676344444;112.0158833;927.2253582;2019
Sabtu 30 Maret 2019 Skj : 10.45 Wib;siang;KolektorSekunder;-7.693997222;112.0513;298.8446537;2019
Sabtu 30 Maret 2019 Skj : 16.00 Wib;siang;ArteriPrimer;-7.606688889;112.0672778;1085.335391;2019
miNGGU 31 Maret 2019 Skj :12.00 Wib;siang;KolektorSekunder;-7.656563889;111.9493528;744.0487379;2019
Senin, 01 April 2019 Skj : 10.30 Wib;siang;ArteriPrimer;-7.583530968;111.8784856;25.45126063;2019
Senin, 01 April 2019 Skj : 15.00 Wib;siang;KolektorSekunder;-7.689907603;112.026669;1009.30403;2019
Senin, 01 April 2019 Skj : 07.00 Wib;siang;Lokal;-7.540805079;112.1131571;1918.473546;2019
Senin, 01 April 2019 Skj : 08.30 Wib;siang;ArteriPrimer;-7.583517342;111.8776377;113.0111848;2019
Selasa, 02 April 2019Skj : 17.00 Wib;siang;KolektorPrimer;-7.643919873;112.0156535;518.856145;2019
Selasa 02 April 2019 Skj : 16.30 Wib;siang;KolektorPrimer;-7.5259569;111.8955763;2653.53847;2019
Kamis, 04 April 2019 Skj : 15.00 Wib;siang;Lokal;-7.63944647;111.9229701;2762.483336;2019
Kamis 04 April 2019 Skj : 20.00 Wib;malam;ArteriPrimer;-7.599809848;112.0413986;499.3215041;2019
Sabtu 06 April 2019 Skj :  20.15 Wib;malam;ArteriPrimer;-7.603401335;111.9607875;1874.169595;2019
Sabtu, 06 April 2019 Skj : 12.30 Wib;siang;ArteriPrimer;-7.600914183;112.1014034;293.9054218;2019
Minggu 07 April 2019 Skj : 01.30 Wib;malam;ArteriPrimer;-7.599269191;112.0342459;902.737438;2019
Minggu 07 April 2019 Skj : 11.00 Wib;siang;Lokal;-7.543002747;112.1178587;1340.934881;2019
Senin, 08 April 2019 Skj : 15.00 Wib;siang;ArteriPrimer;-7.570884774;111.8547524;704.9500782;2019
Senin, 08 April 2019 Skj : 06.00 Wib;siang;KolektorSekunder;-7.614291262;111.8731289;422.2989209;2019
Selasa, 08 April 2019 Skj : 23.00 Wib;malam;ArteriPrimer;-7.569397246;111.8610858;1153.751772;2019
Selasa, 09 April 2019 Skj : 09.00 Wib'-;siang;Lokal;-7.563494501;112.1116028;1086.654911;2019
Selasa, 09 April 2019 Skj : 10.30 Wib;siang;KolektorSekunder;-7.52887835;111.9501331;419.70371;2019
Rabu 10 April 2019 Skj : 05.00 Wib;malam;KolektorSekunder;-7.69199918;112.0377156;1240.362576;2019
Rabu 10 April 2019 Skj : 04.30 Wib;malam;KolektorSekunder;-7.714620468;111.7847132;8863.725239;2019
Rabu 10 April 2019 Skj : 11.00 Wib;siang;KolektorSekunder;-7.692630805;112.0433791;609.5080242;2019
Kamis, 11 April 2019 Skj : 15.30 Wib;siang;Lokal;-7.538592775;112.1114405;2228.839449;2019
Jumat, 12 April 2019 Skj : 08.30 Wib;siang;KolektorSekunder;-7.524003732;111.9381467;1800.371907;2019
Jumat 12 April 2019 Skj : 11.00 Wib;siang;KolektorSekunder;-7.639694698;112.0152106;95.76282546;2019
Jumat 12 April 2019 Skj : 13.00 Wib;siang;Lokal;-7.702569545;111.8868038;6354.672804;2019
Jumat 12 April 2019 Skj : 20.00 Wib;malam;KolektorSekunder;-7.531974077;112.0792912;591.6676576;2019
Sabtu, 13 April 2019 Skj : 06.30 Wib;siang;KolektorSekunder;-7.534621502;112.0749574;27.94741513;2019
Sabtu, 13 April 2019 Skj : 06.30 Wib;siang;Lokal;-7.603728013;111.9045483;484.2579164;2019
Minggu, 14 April 2019 Skj : 07.30 WIB;siang;KolektorSekunder;-7.688938064;112.0229605;569.7510979;2019
Minggu, 14 April 2019 Skj : 10.00 Wib;siang;Lokal;-7.644802452;111.8860813;852.7354471;2019
Senin, 15 April 2019 Skj : 06.15 Wib;siang;ArteriPrimer;-7.604701733;112.0839747;1273.034966;2019
Senin, 15 April 2019 Skj : 10.45 Wib;siang;Lokal;-7.546080527;112.106355;1626.360898;2019
Senin, 15 April 2019 Skj : 13.00 Wib;siang;ArteriPrimer;-7.575860076;111.8660506;574.2051656;2019
Senin, 15 April 2019 Skj : 19.00 Wib;malam;Lokal;-7.538082242;112.1109255;2316.005012;2019
Selasa, 16 April 2019 Skj : 07.00 Wib;siang;ArteriPrimer;-7.602879762;111.937451;681.0330367;2019
Kamis, 18 April 2019 Skj : 09.30 Wib;siang;Lokal;-7.522425596;111.9001254;2212.912741;2019
Jumat 19 April 2019 Skj : 18.00 Wib;malam;KolektorSekunder;-7.684240191;111.8082865;4331.051836;2019
Jumat 19 April 2019 Skj : 16.30 Wib;siang;KolektorSekunder;-7.631394425;111.9049724;644.6622389;2019
Jumat 19 April 2019 Skj : 16.30 Wib;siang;ArteriPrimer;-7.603656563;112.0200144;179.3980877;2019
Sabtu 20 April 2019 Skj : 08,15 Wib;siang;ArteriPrimer;-7.604007833;111.9693887;2837.685087;2019
Minggu, 21 April 2019 Skj : 01.15 Wib;malam;Lokal;-7.597470231;111.9409808;497.6619217;2019
Minggu 21 April 2019 Skj : 05.00 Wib;malam;ArteriPrimer;-7.60265426;112.0413061;3.108000683;2019
Minggu, 21 April 2019 Skj : 10.00 Wib;siang;KolektorPrimer;-7.633838533;111.8953416;28.27062036;2019
Minggu, 21 April 2019 Skj : 17.00 Wib;siang;ArteriPrimer;-7.605861221;112.0622428;1247.088815;2019
Senin 22 April 2019 Skj : 10.30 Wib;siang;KolektorSekunder;-7.52547359;111.9566083;529.3250358;2019
Senin, 22 April 2019 Skj : 23.00 Wib;malam;Lokal;-7.601327601;111.9031385;408.8533072;2019
Selasa, 23 April 2019 Skj : 18.15 Wib;malam;ArteriPrimer;-7.601399384;112.0948621;9.929770021;2019
Selasa, 23 April 2019 Skj : 23.45 Wib;malam;KolektorPrimer;-7.710897334;112.0225823;1001.212723;2019
Selasa, 23 April 2019 Skj :19.00 Wib;malam;KolektorPrimer;-7.68458043;112.0192584;293.9960469;2019
Rabu, 24 April 2019 Skj : 09.30 Wib;siang;Lokal;-7.555780377;111.8662222;2903.96789;2019
Kamis 25 April 2019 Skj : 09.00 Wib;siang;KolektorPrimer;-7.673461366;111.9146532;411.9187661;2019
Kamis, 25 April 2019 Skj : 19.30 Wib;malam;KolektorSekunder;-7.756110063;111.8341544;16096.64748;2019
Jumat, 26 April 2019 Skj : 02.15 Wib;malam;KolektorSekunder;-7.638714411;111.8720001;633.7811127;2019
Jumat, 26 April 2019 Skj : 16.20 Wib;siang;Lokal;-7.544624401;111.8620051;3662.17406;2019
Sabtu, 27 April 2019 Skj : 09.00 Wib;siang;KolektorPrimer;-7.581323203;111.8910062;1130.697664;2019
Sabtu, 27 April 2019 Skj : 18.00 Wib;malam;ArteriPrimer;-7.595024254;111.8953514;206.4868318;2019
Sabtu, 27 April 2019 Skj : 20.45 Wib;malam;KolektorSekunder;-7.524119985;111.9477104;542.9602892;2019
Minggu, 28 April 2019 Skj : 12.30 Wib;siang;ArteriPrimer;-7.583857661;111.8764361;203.3322293;2019
Minggu, 28 April 2019 Skj : 15.00  Wib;siang;Lokal;-7.595024255;111.9121417;912.4504469;2019
Senin, 29 April 2019 Skj : 07.00 Wib;siang;KolektorSekunder;-7.610571922;111.8778094;473.349045;2019
Senin, 29 April 2019 Skj : 14.00 Wib;siang;Lokal;-7.599852386;111.9729098;3354.334338;2019
Selasa, 30 April 2019 Skj : 18.00 Wib;malam;KolektorPrimer;-7.605807601;111.9031759;453.3191153;2019
Selasa, 30 April 2019 Skj : 17.30  Wib;siang;Lokal;-7.710840334;112.0285693;1371.196401;2019
Selasa, 30 April 2019 Skj : 23.00 Wib;malam;ArteriPrimer;-7.604715983;112.0839747;1273.452759;2019
Rabu 01 Mei 2019 Skj : 08.30 Wib;siang;KolektorPrimer;-7.568252195;111.8799629;1724.758027;2019
Rabu, 01 Mei 2019 Skj : 17.30 Wib;siang;Lokal;-7.453825398;111.958623;9095.535914;2019
Kamis, 02 Mei 2019 Skj : 21.30 Wib;malam;ArteriPrimer;-7.604276354;111.956087;1370.072887;2019
Kamis, 02 Mei 2019 Skj : 21.30 Wib;malam;ArteriPrimer;-7.605108993;112.0014056;274.4262494;2019
Jumat, 03 Mei 2019 Skj : 00.30 Wib;malam;Lokal;-7.593386505;112.0563372;1746.059221;2019
Jumat, 03 Mei 2019 Skj : 07.30 Wib;siang;KolektorPrimer;-7.713198804;112.0230248;742.0329292;2019
Jumat, 03 Mei 2019 Skj : 10.45 Wib;siang;Lokal;-7.603812092;111.9050355;552.6600773;2019
Jumat 03 Mei 2019 Skj : 10.00 Wib;siang;KolektorPrimer;-7.557800819;111.8811072;2887.365491;2019
Jumat, 03 Mei 2019 Skj : 19.10 Wib;malam;KolektorSekunder;-7.536310992;112.0248487;1998.198531;2019
Jumat, 03 Mei 2019 Skj : 19.30 Wib;malam;KolektorPrimer;-7.52660572;111.9000999;2149.22963;2019
Sabtu, 04 Mei 2019 Skj : 09.45 Wib;siang;KolektorSekunder;-7.6922816;112.0418489;794.4436383;2019
Sabtu, 04 Mei 2019 Skj : 17.00 Wib;siang;KolektorSekunder;-7.53592942;112.0749216;143.7687824;2019
Minggu, 05 Mei 2019 Skj : 11.00 Wib;siang;Lokal;-7.585218938;112.0934161;511.8916773;2019
Minggu, 05 Mei 2019 Skj : 09.00 Wib;siang;KolektorPrimer;-7.689173638;112.0184859;89.82200103;2019
Senin, 06 Mei 2019 Skj : 02.00 Wib;malam;KolektorSekunder;-7.601900888;111.8773124;439.2744144;2019
Senin, 06 Mei 2019 Skj : 10.30 WIB;siang;KolektorPrimer;-7.646125653;111.892865;199.7224226;2019
Selasa, 07 Mei 2019 Skj : 17.00 Wib;siang;ArteriPrimer;-7.574760994;111.8642032;532.844504;2019
Selasa, 07 Mei 2019 Skj : 07.30 Wib;siang;ArteriPrimer;-7.599108993;112.0357378;840.1374182;2019
Rabu, 08 Mei 2019 Skj : 13.00 Wib;siang;Lokal;-7.590664;111.8984087;238.9095152;2019
Kamis, 09 Mei 2019 Skj : 17.00 Wib;siang;ArteriPrimer;-7.559245269;111.8036725;4071.073814;2019
Jumat, 10 Mei 2019 Skj : 07.00 Wib;siang;KolektorPrimer;-7.60388454;111.8988376;446.9746647;2019
Jumat, 10 Mei 2019 Skj : 12.30 Wib;siang;KolektorPrimer;-7.713296465;112.0230393;731.1397235;2019
Jumat, 10 Mei 2019 Skj : 17.30 Wib;siang;Lokal;-7.612253804;111.9331269;804.1109747;2019
Sabtu, 11 Mei 2019 Skj : 19.00 Wib;malam;ArteriPrimer;-7.606403245;111.9898184;1009.008683;2019
Senin, 13 Mei 2019 Skj : 09.30 Wib;siang;KolektorPrimer;-7.627159489;112.0192681;138.9642135;2019
Senin, 13 Mei 2019 Skj : 18.30 Wib;malam;Lokal;-7.695467953;112.0274981;1361.429627;2019
Selasa, 14 Mei 2019 Skj : 14.30 Wib;siang;ArteriPrimer;-7.603553209;112.0225628;102.2626069;2019
Selasa, 14 Mei 2019 Skj : 07.00 Wib;siang;ArteriPrimer;-7.603787168;111.963447;2173.271627;2019
Rabu, 15 Mei 2019 Skj : 05.00 Wib;malam;KolektorPrimer;-7.740320212;112.0195749;2303.630422;2019
Rabu, 15 Mei 2019 Skj : 10.30 Wib;siang;ArteriPrimer;-7.604186626;112.0129247;986.6894066;2019
Rabu 15 Mei 2019 Skj : 17.00 Wib;siang;KolektorSekunder;-7.660622113;111.8669645;375.528571;2019
Kamis, 16 Mei 2019 Skj : 02.30 Wib;malam;ArteriPrimer;-7.605062308;111.9851028;1546.022408;2019
Kamis, 16 Mei 2019 Skj : 14.30 Wib;siang;KolektorSekunder;-7.660943764;111.8712591;128.3876853;2019
