;Waktu;Jalan;Lat;Long;JarakLampu;Tahun
Minggu, 22 April 2018 Jam. 13.00 Wib;siang;KolektorPrimer;-7.64965;112.0130583;1183.914112;2018
Minggu, 22 April 2018 Jam. 11.00 Wib;siang;KolektorSekunder;-7.640961111;112.0143028;368.7371569;2018
Senin, 23 April 2018 Jam. 04.00 Wib;malam;KolektorSekunder;-7.650138889;111.8668778;767.6551814;2018
Senin, 23 April 2018 Jam. 07.30 Wib;siang;ArteriPrimer;-7.582211111;111.8762028;323.0031543;2018
Selasa, 24 April 2018 Jam. 09.00 Wib;siang;Lokal;-7.635769444;112.0120667;847.9647796;2018
Rabu, 25 April 2018 Jam. 20.30 Wib;malam;ArteriPrimer;-7.602497222;111.948275;491.6004407;2018
Kamis, 26 April 2018 Jam. 06.00 Wib;siang;KolektorPrimer;-7.534511111;111.8843361;4774.386588;2018
Kamis, 26 April 2018 Jam. 22.45 Wib;malam;ArteriPrimer;-7.600930556;112.1018222;243.9767074;2018
Sabtu, 28 April 2018 Jam. 10.30 Wib;siang;KolektorPrimer;-7.627816667;112.0187556;173.1447246;2018
Minggu, 29 April 2018 Jam. 08.30 Wib;siang;KolektorSekunder;-7.693711111;112.0486944;11.51558545;2018
Senin, 30 April 2018 Jam. 19.30 Wib;malam;KolektorPrimer;-7.629833333;112.0185611;87.51670936;2018
Senin, 30 April 2018 Jam. 18.30 Wib;malam;KolektorSekunder;-7.681291667;111.82125;2715.373456;2018
Selasa, 01 Mei 2018 Jam. 18.00 WIB;malam;KolektorPrimer;-7.525372222;111.8934917;2891.409896;2018
Selasa, 01 Mei 2018 Jam. 22.00 WIB;malam;Lokal;-7.668833333;111.9018611;1890.736989;2018
Rabu, 02 Mei 2018 Jam. 04.15 WIB;malam;ArteriPrimer;-7.603227778;112.04265;174.0587272;2018
Rabu, 02 Mei 2018 Jam. 11.00 WIB;siang;ArteriPrimer;-7.601186111;111.9297111;183.593169;2018
Rabu, 02 Mei 2018 Jam. 08.30 WIB;siang;ArteriPrimer;-7.600805556;112.0988806;313.1853391;2018
Rabu, 03 Mei 2018 Jam. 06.30 WIB;siang;ArteriPrimer;-7.600516667;111.9699472;3228.876901;2018
Kamis, 03 Mei 2018 Jam. 09.00 WIB;siang;Lokal;-7.559302778;112.11305;596.0232456;2018
Kamis, 03 Mei 2018 Jam. 08.30 WIB;siang;KolektorSekunder;-7.656536111;111.9510722;553.7520636;2018
Kamis, 03 Mei 2018 Jam. 11.30 WIB;siang;KolektorSekunder;-7.692005556;112.0379111;1218.827849;2018
Kamis, 03 Mei 2018 Jam. 17.30 WIB;siang;KolektorSekunder;-7.6722;111.8439583;166.1378189;2018
Jumat, 04 Mei 2018 Jam. 09.00 WIB;siang;ArteriPrimer;-7.603111111;111.9577694;1542.230041;2018
Sabtu, 05 Mei 2018 Jam. 13.00 WIB;siang;KolektorSekunder;-7.650541667;111.9765556;2579.502381;2018
Sabtu, 05 Mei 2018 Jam. 17.00 WIB;siang;ArteriPrimer;-7.559566667;111.8063028;3778.48225;2018
Sabtu, 05 Mei 2018 Jam. 21.00 WIB;malam;KolektorPrimer;-7.613722222;111.8991222;354.8954273;2018
Minggu, 06 Mei 2018 Jam. 19.30 WIB;malam;KolektorPrimer;-7.655863889;111.9271278;616.7646701;2018
Senin, 07 Mei 2018 Jam. 18.00 WIB;malam;Lokal;-7.54055;112.1135639;1901.051622;2018
Selasa, 08 Mei 2018 Jam. 06.30 WIB;siang;KolektorSekunder;-7.655213889;111.933525;230.0305152;2018
Rabu, 09 Mei 2018 Jam. 06.30 WIB;siang;KolektorPrimer;-7.517347222;111.9084333;2582.300561;2018
Rabu, 09 Mei 2018 Jam. 18.00 WIB;malam;ArteriPrimer;-7.603533333;112.0217694;14.46441132;2018
Jumat, 11 Mei 2018 Jam. 09.30 WIB;siang;ArteriPrimer;-7.604852778;112.0800389;1725.443753;2018
Sabtu, 12 Mei 2018 Jam. 05.00 WIB;malam;ArteriPrimer;-7.602758333;112.0872083;857.5947621;2018
Sabtu, 12 Mei 2018 Jam. 12.30 WIB;siang;ArteriPrimer;-7.563038889;111.8353889;539.8012418;2018
Sabtu, 12 Mei 2018 Jam. 19.00 WIB;malam;KolektorPrimer;-7.728475;112.0239611;991.304138;2018
Minggu, 13 Mei 2018 Jam. 13.15 WIB;siang;KolektorPrimer;-7.6495;111.8998278;99.43153124;2018
Senin, 14 Mei 2018 Jam. 18.00 WIB;malam;KolektorSekunder;-7.527588889;111.9072528;1343.291773;2018
Rabu, 16 Mei 2018 Jam. 19.20 WIB;malam;Lokal;-7.626888889;111.9992778;2140.378117;2018
Rabu, 16 Mei 2018 Jam. 21.30 WIB;malam;ArteriPrimer;-7.599280556;112.0225778;564.8297117;2018
Kamis, 17 Mei 2018 Jam. 13.00 WIB;siang;ArteriPrimer;-7.594697222;111.8949972;251.3350121;2018
Sabtu, 19 Mei 2018 Jam. 00.30 WIB;malam;KolektorPrimer;-7.613722222;111.8990944;351.9041774;2018
Jumat, 18 Mei 2018 Jam. 21.00 WIB;malam;Lokal;-7.645208333;112.0653806;4171.235955;2018
Minggu, 20 Mei 2018 Jam. 09.30 WIB;siang;KolektorPrimer;-7.718730556;112.024075;119.4337703;2018
Sabtu, 21 Mei 2018 Jam. 08.00 WIB ;siang;Lokal;-7.643027778;112.0561694;3741.74383;2018
Senin, 21 Mei 2018 Jam. 04.00 WIB ;malam;ArteriPrimer;-7.603677778;112.039475;479.2342326;2018
Senin,21 Mei 2018 Jam. 10.00 WIB;siang;KolektorSekunder;-7.674652778;111.8389944;567.5804725;2018
Senin, 21 Mei 2018 Jam. 18.30 WIB;malam;ArteriPrimer;-7.600805556;112.0988417;308.9099615;2018
Selasa, 22 Mei 2018 Jam. 03.30 WIB;malam;ArteriPrimer;-7.602438889;112.0369111;488.7763973;2018
Selasa, 22 Mei 2018 Jam. 12.45 WIB;siang;KolektorPrimer;-7.648608333;111.8973972;233.3684224;2018
Selasa, 22 Mei 2018 Jam. 14.00 WIB;siang;Lokal;-7.607388889;111.8930361;604.0165086;2018
Selasa, 22 Mei 2018 Jam. 17.30 WIB;siang;KolektorPrimer;-7.719861111;112.0260583;208.5843239;2018
Rabu, 23 Mei 2018 Jam. 06.00 WIB;siang;KolektorPrimer;-7.646805556;112.0142778;809.6066206;2018
Kamis, 24 Mei 2018 Jam. 07.00 WIB;siang;Lokal;-7.604208333;111.8952167;354.6941265;2018
Kamis, 24 Mei 2018 Jam. 09.30 WIB;siang;ArteriPrimer;-7.569161111;111.8498694;117.6371003;2018
Kamis, 24 Mei 2018 Jam. 11.00 WIB;siang;KolektorPrimer;-7.701538889;112.0207833;1301.659788;2018
Kamis, 24 Mei 2018 Jam. 19.00 WIB;malam;Lokal;-7.676102778;112.0077611;1204.564651;2018
Kamis, 24 Mei 2018 Jam. 22.30 WIB;malam;ArteriPrimer;-7.599286111;112.0965;925.177423;2018
Sabtu, 26 Mei 2018 Jam. 20.30 WIB;malam;KolektorPrimer;-7.585911111;111.8920139;555.0271139;2018
Sabtu, 26 Mei 2018 Jam. 22.30 WIB;malam;Lokal;-7.607261111;111.8925694;568.3260309;2018
Senin, 28 Mei 2018 Jam. 07.00 WIB;siang;KolektorPrimer;-7.560577778;111.8807306;2577.24836;2018
Senin, 28 Mei 2018 Jam. 11.45 WIB;siang;Lokal;-7.720275;112.0277556;400.0149426;2018
Senin, 28 Mei 2018 Jam. 21.30 WIB;malam;KolektorPrimer;-7.650538889;112.0131472;1263.131805;2018
Selasa, 29 Mei 2018 Jam. 20.00 WIB;malam;ArteriPrimer;-7.603194444;111.9579;1557.127489;2018
Rabu, 30 Mei 2018 Jam. 04.45 WIB;malam;KolektorPrimer;-7.6466;111.8926972;144.3955068;2018
Rabu, 30 Mei 2018 Jam. 19.30 WIB;malam;KolektorPrimer;-7.661469444;112.0129972;119.9394069;2018
Rabu, 30 Mei 2018 Jam. 18.00 WIB;malam;Lokal;-7.533955556;112.1086917;2840.870729;2018
Kamis, 31 Mei 2018 Jam. 11.30 WIB;siang;ArteriPrimer;-7.604438889;112.0841306;1245.822811;2018
Kamis, 31 Mei 2018 Jam. 18.30 WIB;malam;KolektorSekunder;-7.534016667;111.9851694;2419.11794;2018
Jumat, 01 Juni 2018 Skj : 17.00 Wib;siang;KolektorPrimer;-7.534830556;111.9183028;754.5755937;2018
Jumat, 01 Juni 2018 Skj : 19.45 Wib;malam;KolektorPrimer;-7.660338889;111.9111083;626.225713;2018
Sabtu, 02 Juni 2018 Skj : 10.30 Wib;siang;Lokal;-7.544138889;112.117175;1179.831646;2018
Sabtu, 02 Juni 2018 Skj : 08.30 Wib;siang;KolektorPrimer;-7.696208333;112.0199694;705.7615502;2018
Minggu, 03 Juni 2018 Skj : 16.00 Wib;siang;KolektorPrimer;-7.646377778;112.0138361;843.145428;2018
Senin, 04 Juni 2018 Skj : 13.00 Wib;siang;Lokal;-7.560255556;112.1126917;708.5250336;2018
Selasa, 05 Juni 2018 Skj : 05.30 Wib;malam;ArteriPrimer;-7.562158333;111.8246222;1735.144882;2018
Selasa, 05 Juni 2018 Skj : 15.00 Wib;siang;KolektorSekunder;-7.535988889;112.0621556;1457.57945;2018
Selasa, 05 Juni 2018 Skj : 23.30 Wib;malam;KolektorSekunder;-7.661191667;111.8704583;42.86610475;2018
Rabu, 06 Juni 2018 Skj : 11.00 Wib;siang;Lokal;-7.628586111;111.9366028;2044.522362;2018
Kamis, 07 Juni 2018 Skj : 06.45 Wib;siang;ArteriPrimer;-7.582325;111.8762111;316.3768493;2018
Jumat, 08 Juni 2018 Skj : 11.00 Wib;siang;KolektorPrimer;-7.574419444;111.880925;1221.785091;2018
Jumat, 08 Juni 2018 Skj : 10.30 Wib;siang;Lokal;-7.737025;111.8703417;9895.297564;2018
Sabtu, 09 Juni 2018 Skj : 23.30 Wib;malam;ArteriPrimer;-7.603263889;112.0861472;985.811974;2018
Sabtu, 09 Juni 2018 Skj : 20.00 Wib;malam;KolektorPrimer;-7.731738889;112.0206861;1944.59657;2018
Minggu, 10 Juni 2018 Skj : 18.00 Wib;malam;KolektorSekunder;-7.660902778;111.8701389;7.24212458;2018
Minggu, 10 Juni 2018 Skj : 22.45 Wib;malam;ArteriPrimer;-7.605736111;112.0568583;808.544762;2018
Senin, 11 Juni 2018 Skj : 10.00 Wib;siang;KolektorSekunder;-7.536633333;112.0539306;2368.015984;2018
Senin, 11 Juni 2018 Skj : 23.00 Wib;malam;ArteriPrimer;-7.603494444;111.9619722;2008.509443;2018
Selasa, 12 Juli 2018 Skj : 07.30 Wib;siang;ArteriPrimer;-7.594858333;111.8951722;233.5302622;2018
Selasa, 12 Juli 2018 Skj : 10.30 Wib;siang;KolektorPrimer;-7.640766667;112.0154472;176.5081516;2018
Selasa, 12 Juni 2018 Skj : 21.00 Wib;malam;ArteriPrimer;-7.600327778;111.9199417;609.8260297;2018
Selasa, 12 Juni 2018 Skj : 23.00 Wib;malam;KolektorPrimer;-7.584286111;111.9209583;1020.727376;2018
Rabu, 13 Juni 2018 Skj : 17.15 Wib;siang;Lokal;-7.720194444;111.8798528;7732.182529;2018
Kamis, 14 Juni 2018 Skj : 09.30 Wib;siang;KolektorPrimer;-7.647888889;111.8919972;209.4068843;2018
Kamis, 14 Juni 2018 Skj : 11.00 Wib;siang;KolektorSekunder;-7.716905556;111.7816139;9289.465619;2018
Kamis, 14 Juni 2018 Skj : 18.30 Wib;malam;KolektorSekunder;-7.675419444;111.8357917;931.0759839;2018
Kamis, 14 Juni 2018 Skj : 19.30 Wib;malam;KolektorPrimer;-7.675838889;111.9154028;136.1944644;2018
Jumat, 15 Juni 2018 Skj : 00.15 Wib;malam;Lokal;-7.426716667;111.9670194;12681.71861;2018
Jumat, 15 Juni 2018 Skj : 15.40 Wib;siang;KolektorPrimer;-7.720188889;112.0260833;215.2404139;2018
Sabtu, 16 Juni 2018 Skj : 16,30 Wib;siang;ArteriPrimer;-7.571941667;111.8594722;793.5816979;2018
Minggu, 17 Juni 2018 Skj : 01.00 Wib;malam;ArteriPrimer;-7.589091667;111.8867222;340.8859552;2018
Minggu, 17 Juni 2018 Skj : 11.30 Wib;siang;ArteriPrimer;-7.600827778;112.09905;332.1800434;2018
Minggu, 17 Juni 2018 Skj :18.00 Wib;malam;KolektorPrimer;-7.675455556;112.0157306;827.4516955;2018
Senin, 18 Juni 2018 Skj : 02.00 Wib;malam;ArteriPrimer;-7.6009;112.1009222;343.3967014;2018
Senin,18 Juni 2018 Skj:06.00 Wib;siang;Lokal;-7.641483333;111.9335;1606.117803;2018
Senin, 18 Juni 2018 Skj : 07.00 Wib;siang;KolektorSekunder;-7.623563889;111.88675;983.0264371;2018
Senin, 18 Juni 2018 Skj : 15.30 Wib;siang;ArteriPrimer;-7.603105556;111.9579472;1561.635192;2018
Senin, 18 Juni 2018 Skj : 23.30 Wib;malam;KolektorSekunder;-7.654891667;111.8793;1217.071969;2018
Selasa. 19 Juni 2018 Skj : 08.10 Wib;siang;ArteriPrimer;-7.604377778;112.0101917;1257.410658;2018
Selasa, 19 Juni 2018 Skj : 19.00 Wib;malam;Lokal;-7.54205;112.0727333;1139.922596;2018
Rabu, 20 Juni 2018 Skj : 15.30 Wib;siang;KolektorPrimer;-7.618530556;111.9004278;264.922636;2018
Kamis, 21 Juni 2018 Skj : 08.10 Wib;siang;Lokal;-7.617622222;111.9398861;1190.810012;2018
Kamis, 21 Juni 2018 Skj : 19.00 Wib;malam;KolektorSekunder;-7.646988889;111.8677722;409.0534636;2018
Jumat, 22 Juni 2018 Skj : 13.00 Wib;siang;Lokal;-7.661936111;111.8893917;2032.103367;2018
Sabtu, 23 Juni 2018 Skj : 09.00 Wib;siang;ArteriPrimer;-7.601636111;111.9392278;519.3528079;2018
Sabtu, 23 Juni 2018 Skj : 13.45 Wib;siang;Lokal;-7.661244444;111.8765472;712.0787266;2018
Minggu, 24 Juni 2018 Skj : 10.00 Wib;siang;ArteriPrimer;-7.601808333;112.1014333;282.8685915;2018
Senin, 25 Juni 2018 Skj : 01.50 Wib;malam;ArteriPrimer;-7.590708333;111.890325;90.39854125;2018
Senin, 25 Juni 2018 Skj : 09.30 Wib;siang;KolektorSekunder;-7.721208333;111.7754444;10285.47685;2018
Selasa 26 Juni 2018 Skj : 13.45 Wib;siang;KolektorSekunder;-7.654594444;111.8650917;720.8619463;2018
Rabu, 27 Juni 2018 Skj : 13.00 Wib;siang;Lokal;-7.647077778;111.8815778;1458.663451;2018
Rabu, 27 Juni 2018 Skj : 22.30 Wib;malam;KolektorPrimer;-7.63735;111.8985667;660.6418441;2018
Kamis, 28 Juni 2018 Skj : 11.00 Wib;siang;ArteriPrimer;-7.605480556;111.9990639;12.65225816;2018
Kamis, 28 Juni 2018 Skj : 19.45 Wib;malam;Lokal;-7.565905556;112.1107667;1378.17077;2018
Kamis, 28 Juni 2018 Skj : 18.30 Wib;malam;KolektorSekunder;-7.695536111;112.0446444;1550.429367;2018
Jumat, 29 Juni 2018 Skj : 10.30 Wib;siang;Lokal;-7.588930556;111.916975;1305.54106;2018
Jumat, 29 Juni 2018 Skj : 19.00 Wib;malam;ArteriPrimer;-7.604827778;112.0816944;1523.458964;2018
Sabtu, 30 Juni 2018 Skj : 06.00 Wib;siang;ArteriPrimer;-7.582625;111.8766806;254.8721167;2018
Sabtu, 30 Juni 2018 Skj : 08.45 Wib;siang;KolektorPrimer;-7.547808333;111.9162389;2207.610677;2018
Sabtu, 30 Juni 2018 Skj : 14.30 Wib;siang;KolektorSekunder;-7.625991667;112.0218861;238.6844295;2018
Minggu, 01 Juli 2018 Jam. 16.15 Wib;siang;ArteriPrimer;-7.5926;111.8920306;69.48029241;2018
Minggu, 01 Juli 2018 Jam. 21.00 Wib;malam;ArteriPrimer;-7.603519444;112.0686639;759.3703953;2018
Senin, 02 Juli 2018 Jam. 11.30 Wib;siang;ArteriPrimer;-7.603969444;111.97155;3039.611728;2018
Senin, 02 Juli 2018 Jam. 22.00 Wib;malam;KolektorPrimer;-7.615752778;111.8984389;183.2853105;2018
Selasa, 03 Juli 2018 Jam. 10.00 Wib;siang;KolektorPrimer;-7.614597222;111.8987694;315.7220929;2018
Selasa, 03 Juli 2018 Jam. 11.00 Wib;siang;Lokal;-7.638327778;112.0887667;4911.199844;2018
Selasa, 03 Juli 2018 Jam. 15.15 Wib;siang;KolektorPrimer;-7.555216667;111.9161222;2786.753856;2018
Selasa, 03 Juli 2018 Jam.18.00 Wib;malam;Lokal;-7.533558333;112.1079917;2928.850595;2018
Rabu, 04 Juli 2018 Skj : 14.30 Wib;siang;KolektorPrimer;-7.650666667;111.89655;541.1136227;2018
Rabu, 04 Juli 2018 Skj : 18.30 Wib;malam;KolektorPrimer;-7.646877778;112.0142361;818.4931091;2018
Kamis, 05 Juli 2018 jam. 07.30 Wib;siang;ArteriPrimer;-7.568197222;111.8483;93.63170045;2018
Kamis, 05 Juli 2018 Jam.19.00 Wib;malam;Lokal;-7.535855556;112.1096722;2589.493511;2018
Jumat, 06 Juli 2018 Jam.08.30 Wib;siang;KolektorSekunder;-7.672197222;111.8552694;1336.65757;2018
Jumat, 06 Juli 2018 Jam. 19.30 Wib;malam;KolektorPrimer;-7.638008333;112.0155361;285.9403189;2018
Jumat, 06 Juli 2018 Jam. 22.00 Wib;malam;KolektorPrimer;-7.582419444;111.9042222;57.55851046;2018
Sabtu, 07 Juli 2018 Jam. 01.15 Wib;malam;KolektorPrimer;-7.649013889;111.8979028;165.2751154;2018
Sabtu, 07 Juli 2018 Jma. 06.30 Wib;siang;ArteriPrimer;-7.572316667;111.8601333;710.7546804;2018
Sabtu, 07 Juli 2018 Jam. 18.30 Wib;malam;ArteriPrimer;-7.576036111;111.8659139;576.6183183;2018
Minggu, 08 Juli 2018 Jam. 09.30 Wib;siang;Lokal;-7.664055556;112.005625;1120.821391;2018
Minggu, 08 Juli 2018 Jam. 12.00 Wib;siang;ArteriPrimer;-7.603230556;111.9582194;1592.556021;2018
Minggu,08 Juli 2018 Jam. 21.00 Wib;malam;Lokal;-7.532638889;111.9002028;2628.042123;2018
Senin, 09 Juli 2018 Jam. 20.00 Wib;malam;ArteriPrimer;-7.560202778;111.8111583;3238.78776;2018
Selasa, 10 Juli 2018 Jam.02.00 Wib;malam;ArteriPrimer;-7.595094444;111.8952417;208.7649085;2018
Rabu, 11 Juli 2018 Jam. 10.00 Wib;siang;ArteriPrimer;-7.601080556;112.1019417;230.1244752;2018
Rabu, 11 Juni 2018 Jam.18.00 Wib;malam;ArteriPrimer;-7.604483333;111.9769944;2434.68914;2018
Rabu, 11 Juni 2018 Jam. 20.30 Wib;malam;KolektorPrimer;-7.658661111;112.0121833;669.1040623;2018
Kamis, 12 Juli 2018 Skj : 08.15 Wib;siang;KolektorPrimer;-7.697016667;112.0198917;791.3722556;2018
Jumat, 13 Juli 2018 Skj : 16.30 Wib;siang;KolektorPrimer;-7.650613889;111.9015111;316.6628206;2018
Sabtu, 14 Juli 2018 Jam.02.00 Wib;malam;KolektorSekunder;-7.612202778;112.0473722;674.1823957;2018
Sabtu, 14 Juli 2018 jam.11.30 Wib;siang;ArteriPrimer;-7.598369444;111.8988417;234.75905;2018
Sabtu, 14 Juli 2018 Skj : 14.00 Wib;siang;ArteriPrimer;-7.6051;112.0790833;1817.365075;2018
Sabtu, 14 Juli 2018 Skj : 19.30 Wib;malam;KolektorSekunder;-7.648213889;111.8678417;530.0302633;2018
Minggu, 15 Juli 2018 Skj : 04.00 Wib;malam;KolektorSekunder;-7.689961111;112.0269306;1038.703192;2018
Sabtu, 14 Juli 2018 Skj : 20.30 Wib;malam;Lokal;-7.547363889;112.0833861;2242.439508;2018
Minggu, 15 Juli 2018 Skj : 16.15 Wib;siang;ArteriPrimer;-7.564008333;111.8450944;390.4505075;2018
Minggu, 15 Juli 2018 Skj : 21.45 Wib;malam;Lokal;-7.523538889;112.074625;1444.149228;2018
Rabu, 18 Juli 2018 Skj : 10.00 Wib;siang;KolektorSekunder;-7.613777778;111.8766944;110.5190612;2018
Rabu, 18 juli 2018 Skj : 21.00 Wib;malam;Lokal;-7.721097222;112.0370389;1427.915345;2018
Kamis, 19 Juli 2018 Skj : 05.30 Wib;malam;KolektorPrimer;-7.633972222;112.0172056;2.182298457;2018
Kamis. 19 Juli 2018 Skj : 10.00 Wib;siang;Lokal;-7.558266667;112.0852639;3188.079477;2018
Jumat 20 Juli 2018 Skj : 00.30 Wib;malam;ArteriPrimer;-7.602613889;111.9467833;329.146392;2018
Jumat, 20 Juli 2018 Skj : 15.00 Wib;siang;Lokal;-7.606872222;111.8957139;720.5980108;2018
Jumat, 20 Juli 2018 Skj : 19.00 Wib;malam;ArteriPrimer;-7.603866667;112.0174722;460.701543;2018
Sabtu, 21 Juli 2018 Skj : 11.45 Wib;siang;KolektorPrimer;-7.755572222;112.0159139;564.8065435;2018
Sabtu, 21 Juli 2018 Skj : 15.30 Wib;siang;Lokal;-7.571822222;112.104;2662.356298;2018
Minggu, 22 Juli 2018 Skj : 15.00 Wib;siang;KolektorSekunder;-7.526344444;111.9507861;164.9966525;2018
"Senin, 23 Juli 2018 Skj "": 08.00 Wib";siang;KolektorSekunder;-7.625772222;112.0271444;97.47334175;2018
Selasa, 24 Juli 2018 Jam.02.00 Wib;malam;ArteriPrimer;-7.589958333;111.8881083;165.6587635;2018
Selasa, 24 Juli 2018 Skj : 07.30 Wib;siang;KolektorPrimer;-7.730033333;112.020875;2110.856799;2018
Selasa, 24 Juli 2018 Skj: 09.00 Wib ;siang;KolektorSekunder;-7.666736111;111.8509111;1146.467214;2018
Selasa, 24 Juli 2018 Skj : 18.00 Wib;malam;KolektorPrimer;-7.642863889;112.0144722;441.823991;2018
Rabu, 25 Juli 2018 Jam. 07.30 Wib;siang;Lokal;-7.603127778;111.9081194;648.2546466;2018
Rabu, 25 Juli 2018 Jam. 09.00 Wib;siang;ArteriPrimer;-7.600088889;112.1068056;471.9168612;2018
Kamis, 26 Juli 2018 Jam. 02.00 Wib;malam;Lokal;-7.659608333;111.9794917;3337.63613;2018
Kamis, 26 Juli 2018 Jma. 22.00 Wib;malam;KolektorPrimer;-7.644377778;112.01475;536.3040017;2018
Kamis, 26 Juli 2018 Jam. 19.30 Wib;malam;KolektorPrimer;-7.618227778;111.8979222;95.76687591;2018
Jumat, 27 Juli 2018 Jam. 19.30 Wib;malam;Lokal;-7.541166667;112.1143167;1793.234435;2018
Sabtu, 28 Juli 2018 Jam. 21.00 Wib;malam;KolektorPrimer;-7.717005556;112.0237528;313.5573882;2018
Sabtu, 28 Juli 2018 Jam. 23.30 Wib;malam;KolektorSekunder;-7.616025;111.8863694;0.176954369;2018
Minggu, 29 Juli 2018  Skj : 10.15 Wib;siang;ArteriPrimer;-7.602505556;111.9460667;249.2833052;2018
Minggu, 29 Juli 2018 Skj : 16.00 Wib;siang;KolektorSekunder;-7.532075;111.9727722;2339.902984;2018
Minggu, 29 Juli 2018 Skj : 23.30 Wib;malam;ArteriPrimer;-7.601880556;112.1058194;228.401807;2018
Senin, 30 Juli 2018 Skj : 09.00 Wib;siang;ArteriPrimer;-7.602561111;112.0894222;613.3289903;2018
Selasa, 31 Juli 2018 Skj : 01.30 Wib;malam;ArteriPrimer;-7.602594444;112.0903333;514.2816872;2018
Selasa, 31 Juli 2018 Skj : 05.45 Wib;malam;KolektorSekunder;-7.643255556;111.870125;90.38697333;2018
Selasa, 31 Juli 2018 Skj : 15.30 Wib;siang;Lokal;-7.672908333;112.0515889;609.2741058;2018
Selasa, 31 Juli 2018 Skj : 21.30 Wib;malam;KolektorPrimer;-7.604044444;111.8995639;317.4434948;2018
Kamis, 02Agustus 2018 Skj : 09.00 Wib;siang;Lokal;-7.533377778;112.1070444;3033.37827;2018
Kamis, 02 Agustus 2018 Jam. 15.00 Wib;siang;KolektorPrimer;-7.659744444;112.0121833;800.5582842;2018
Jumat, 03 Agustus 2018 Jam.20.00 Wib;malam;KolektorPrimer;-7.573002778;111.9123778;779.556483;2018
Sabtu, 04 Agustus 2018 Skj : 06.15 Wib;siang;ArteriPrimer;-7.602680556;112.0336611;847.8774855;2018
Sabtu, 04 Agustus 2018 Skj : 20.00 Wib;malam;KolektorPrimer;-7.525177778;111.8912778;3135.498309;2018
Minggu, 05 Agustus 2018 Skj : 03.30 Wib;malam;KolektorPrimer;-7.636963889;111.8947222;134.9000938;2018
Minggu, 05 Agustus 2018 Skj : 20.30 Wib;malam;KolektorPrimer;-7.670530556;111.9133583;764.064783;2018
Senin, 06 Agustus 2018 Jam. 10.15 Wib;siang;ArteriPrimer;-7.591702778;111.8910083;9.556915909;2018
Senin, 06 Agustus 2018 Skj : 21.15 Wib;malam;ArteriPrimer;-7.596705556;111.8936056;736.4182465;2018
Selasa, 07 Agustus 2018 Skj : 13.00 Wib;siang;Lokal;-7.558508333;111.8556472;1504.844096;2018
Selasa, 07 Agustus 2018 Skj : 19.00 Wib;malam;KolektorPrimer;-7.537838889;111.9179472;1089.73752;2018
Selasa, 07 Agustus 2018 Skj : 21.00 Wib;malam;Lokal;-7.604525;111.8958944;436.743447;2018
Selasa, 07 Agustus 2018 Skj : 07.00 Wib;siang;KolektorPrimer;-7.537838889;111.9179472;1089.73752;2018
Rabu, 08 Agustus 2018 Skj : 07.00 Wib;siang;KolektorPrimer;-7.604525;111.8998944;282.6105655;2018
Kamis, 09 Agustus 2018 Skj : 00.30 Wib;malam;KolektorPrimer;-7.654188889;112.0099972;1122.303249;2018
Kamis, 09 Agustus 2018 Skj : 12.30 Wib;siang;Lokal;-7.694958333;111.8890139;5478.356661;2018
Kamis, 09 Agustus 2018 Skj :13.00 Wib;siang;ArteriPrimer;-7.605155556;112.0679611;842.5029935;2018
Kamis, 09 Agustus 2018 Skj : 15.00 Wib;siang;KolektorSekunder;-7.533680556;111.9820528;2765.316482;2018
Jumat, 10 Agustus 2018 Skj : 16.00 Wib;siang;KolektorPrimer;-7.715055556;112.0222611;657.124703;2018
Jumat, 10 Agustus 2018 Skj : 17.00 Wib;siang;Lokal;-7.620975;111.9334;747.5411682;2018
Sabtu, 11 Agustus 2018 Skj : 23.00 Wib ;malam;KolektorPrimer;-7.720091667;112.0252722;124.7508407;2018
Sabtu, 11 Agustus 2018 Skj : 07.00 Wib ;siang;KolektorSekunder;-7.530180556;111.9666333;1632.358226;2018
Minggu, 12 Agustus 2018 Skj : 09.00 Wib;siang;KolektorPrimer;-7.676147222;111.9140028;324.2948159;2018
Minggu, 12  Agustus 2018 Skj : 18.30 Wib;malam;Lokal;-7.663788889;111.9840778;3566.015772;2018
Senin, 13 Agustus 2018 Skj : 08.10 Wib ;siang;KolektorSekunder;-7.589113889;111.8781139;594.3687536;2018
Selasa, 14 Agustus 2018 Skj : 06.00 Wib;siang;ArteriPrimer;-7.565141667;111.8431778;0.940961736;2018
Selasa, 14 Agustus 2018 Skj : 11.30 Wib;siang;KolektorSekunder;-7.527575;111.9089083;1160.486727;2018
Rabu , 15 Agustus 2018 Skj : 11.30 Wib;siang;ArteriPrimer;-7.600977778;112.0964694;46.03407578;2018
Rabu, 15 Agustus 2018 Skj : 19.00 Wib;malam;KolektorSekunder;-7.527722222;111.9106194;971.1269555;2018
Kamis, 16 Agustus 2018 Jam. 12.30 Wib;siang;KolektorPrimer;-7.756033333;112.0161833;532.4055414;2018
Jumat, 17 Agustus 2018 Skj : 09.00 Wib;siang;ArteriPrimer;-7.603719444;111.96495;2338.670563;2018
Jumat, 17 Agustus 2018 Skj : 12.30 Wib;siang;ArteriPrimer;-7.563027778;111.8364389;425.0438079;2018
Jumat, 17 Agustus 2018 Skj : 14.00 Wib;siang;KolektorPrimer;-7.647183333;112.0136889;933.6180651;2018
